TRIP_SET,TRIP,SET_NO,TRIP_ID,BOARD_DATE,LATITUDE,LONGITUDE,year,month,Code6600.wgt,Code6600.no,STATION,BOTTOM_TEMPERATURE,DEPTH
S04122019.3,S04122019,3,100055649,2019-12-03 23:00,45.38283,-60.45067,2019,12,0,0,112,3.273647619,134
S05092002.1,S05092002,1,100017994,2002-09-04 23:00,44.8258,-59.3968,2002,9,NA,2175.221329,NA,3,278.16
S05092002.10,S05092002,10,100017994,2002-09-04 23:00,44.5313,-60.8108,2002,9,NA,0,NA,5.558139535,64.05
S05092002.2,S05092002,2,100017994,2002-09-04 23:00,44.586,-59.8708,2002,9,NA,498.9011702,NA,3.47826087,86.01
S05092002.3,S05092002,3,100017994,2002-09-04 23:00,44.564,-60.0411,2002,9,NA,260.4587199,NA,3.542372881,93.33
S05092002.4,S05092002,4,100017994,2002-09-04 23:00,44.58,-60.2946,2002,9,NA,528.8137386,NA,3.044642857,82.35
S05092002.5,S05092002,5,100017994,2002-09-04 23:00,44.524,-60.4181,2002,9,NA,0,NA,8.361538462,36.6
S05092002.6,S05092002,6,100017994,2002-09-04 23:00,44.6225,-60.501,2002,9,NA,232.8516409,NA,11.28571429,31.11
S05092002.7,S05092002,7,100017994,2002-09-04 23:00,44.4671,-60.5395,2002,9,NA,0,NA,13.04511278,38.43
S05092002.8,S05092002,8,100017994,2002-09-04 23:00,44.4155,-60.7281,2002,9,NA,0,NA,5.680327869,64.05
S05092002.9,S05092002,9,100017994,2002-09-04 23:00,44.4605,-60.8611,2002,9,NA,1424.2512,NA,4.464285714,76.86
S05092008.1,S05092008,1,100025898,2008-09-04 23:00,43.216,-65.29167,2008,9,0,0,838,5.195833333,128
S05092008.2,S05092008,2,100025898,2008-09-04 23:00,43.01667,-65.19083,2008,9,0,0,840,5.428467153,167
S05092008.3,S05092008,3,100025898,2008-09-04 23:00,43.07133,-65.07133,2008,9,0,0,839,5.544360902,165
S05092008.4,S05092008,4,100025898,2008-09-04 23:00,43.04917,-64.8805,2008,9,0,0,621,6.6,121
S05092008.5,S05092008,5,100025898,2008-09-04 23:00,43.17783,-64.79467,2008,9,0,0,620,5.628289474,152
S05092008.6,S05092008,6,100025898,2008-09-04 23:00,43.252,-64.9095,2008,9,0,0,836,5.304379562,154
S05092008.7,S05092008,7,100025898,2008-09-04 23:00,43.2935,-65.05367,2008,9,0,0,837,5.378125,163
S05092008.8,S05092008,8,100025898,2008-09-04 23:00,43.32,-65.125,2008,9,0,0,522,5.4,157
S05092008.9,S05092008,9,100025898,2008-09-04 23:00,43.75383,-64.59233,2008,9,0,0,622,2.7,112
S05092009.1,S05092009,1,100028840,2009-09-04 23:00,46.8075,-59.93967,2009,9,0,0,175,2.706557377,135
S05092009.10,S05092009,10,100028840,2009-09-04 23:00,46.71633,-60.259,2009,9,0,0,187,2.604794521,115
S05092009.11,S05092009,11,100028840,2009-09-04 23:00,46.77117,-60.18517,2009,9,0,0,186,4.355828221,152
S05092009.12,S05092009,12,100028840,2009-09-04 23:00,46.82833,-60.14733,2009,9,0,0,185,4.298550725,161
S05092009.2,S05092009,2,100028840,2009-09-04 23:00,46.757,-59.91967,2009,9,0,0,181,2.965986395,126
S05092009.3,S05092009,3,100028840,2009-09-04 23:00,46.7195,-59.76533,2009,9,0,0,180,1.956349206,99
S05092009.4,S05092009,4,100028840,2009-09-04 23:00,46.6545,-59.774,2009,9,353.8158736,1105.674605,179,1.35984252,77
S05092009.5,S05092009,5,100028840,2009-09-04 23:00,46.66533,-59.86933,2009,9,166.0547335,237.2210479,182,1.034883721,70
S05092009.6,S05092009,6,100028840,2009-09-04 23:00,46.69,-59.96733,2009,9,0,0,19,1.352173913,102
S05092009.7,S05092009,7,100028840,2009-09-04 23:00,46.76283,-60.06717,2009,9,0,0,184,3.455555556,143
S05092009.8,S05092009,8,100028840,2009-09-04 23:00,46.672,-60.16317,2009,9,68.61257,2058.3771,188,3.566923077,132
S05092009.9,S05092009,9,100028840,2009-09-04 23:00,46.63367,-60.24117,2009,9,0,0,189,2.343220339,117
S05092011.2,S05092011,2,100035641,2011-09-04 23:00,46.77333,-59.71167,2011,9,0,0,176,5.901315789,220
S05092011.5,S05092011,5,100035641,2011-09-04 23:00,46.54417,-59.6235,2011,9,0,0,11,2.544444444,86
S05092011.7,S05092011,7,100035641,2011-09-04 23:00,46.4335,-59.5515,2011,9,0,0,22,2.8171875,123
S05092011.8,S05092011,8,100035641,2011-09-04 23:00,46.4705,-59.41467,2011,9,0,0,14,3.484516129,148
S05092012.1,S05092012,1,100038540,2012-09-04 23:00,46.09267,-59.36183,2012,9,736.8599787,1842.149947,29,2.737677333,62
S05092012.10,S05092012,10,100038540,2012-09-04 23:00,46.31083,-59.7575,2012,9,0,0,25,2.158573077,70
S05092012.2,S05092012,2,100038540,2012-09-04 23:00,46.10617,-59.24817,2012,9,65.35854367,326.7927184,801,2.151398551,77
S05092012.3,S05092012,3,100038540,2012-09-04 23:00,46.12917,-59.147,2012,9,25.30969624,253.0969624,18,2.155806944,97
S05092012.4,S05092012,4,100038540,2012-09-04 23:00,46.20967,-59.19333,2012,9,57.0441462,285.220731,17,2.164538889,93
S05092012.5,S05092012,5,100038540,2012-09-04 23:00,46.26867,-59.084,2012,9,0,0,16,3.342789333,135
S05092012.6,S05092012,6,100038540,2012-09-04 23:00,46.31417,-59.1885,2012,9,0,0,611,3.364043836,146
S05092012.7,S05092012,7,100038540,2012-09-04 23:00,46.29367,-59.3225,2012,9,0,0,28,2.493131169,124
S05092012.8,S05092012,8,100038540,2012-09-04 23:00,46.35517,-59.36567,2012,9,0,0,512,2.990297015,126
S05092012.9,S05092012,9,100038540,2012-09-04 23:00,46.26617,-59.5045,2012,9,0,0,26,2.106831818,99
S05092013.1,S05092013,1,100041760,2013-09-04 23:00,46.80967,-59.93917,2013,9,0,0,175,4.131730769,130
S05092013.10,S05092013,10,100041760,2013-09-04 23:00,46.56267,-60.15283,2013,9,0,0,612,3.521694444,108
S05092013.11,S05092013,11,100041760,2013-09-04 23:00,46.493,-60.09433,2013,9,84.24131572,561.6087714,2,3.333566071,99
S05092013.12,S05092013,12,100041760,2013-09-04 23:00,46.48483,-60.03117,2013,9,0,0,613,2.085508943,84
S05092013.13,S05092013,13,100041760,2013-09-04 23:00,46.506,-59.83683,2013,9,51.63255604,258.1627802,800,1.892699167,57
S05092013.14,S05092013,14,100041760,2013-09-04 23:00,46.36283,-59.78167,2013,9,0,0,704,1.742090435,64
S05092013.15,S05092013,15,100041760,2013-09-04 23:00,46.31,-59.75567,2013,9,241.712212,604.2805301,25,1.700271901,70
S05092013.16,S05092013,16,100041760,2013-09-04 23:00,46.40967,-59.69383,2013,9,0,0,21,1.795281452,77
S05092013.2,S05092013,2,100041760,2013-09-04 23:00,46.75583,-59.9185,2013,9,0,0,181,3.399738636,130
S05092013.3,S05092013,3,100041760,2013-09-04 23:00,46.7185,-59.76583,2013,9,0,0,180,2.512185385,99
S05092013.4,S05092013,4,100041760,2013-09-04 23:00,46.6555,-59.7745,2013,9,133.8503827,535.4015306,179,1.934808547,77
S05092013.5,S05092013,5,100041760,2013-09-04 23:00,46.64833,-59.86983,2013,9,0,0,182,1.881680702,68
S05092013.6,S05092013,6,100041760,2013-09-04 23:00,46.692,-59.96467,2013,9,23.86946638,238.6946638,19,2.459017949,102
S05092013.7,S05092013,7,100041760,2013-09-04 23:00,46.6565,-60.03017,2013,9,0,0,183,3.100646512,123
S05092013.8,S05092013,8,100041760,2013-09-04 23:00,46.59017,-60.005,2013,9,45.09549688,225.4774844,10,2.686734146,102
S05092013.9,S05092013,9,100041760,2013-09-04 23:00,46.6095,-60.08483,2013,9,0,0,7,3.891931356,119
S05092015.1,S05092015,1,100045549,2015-09-04 23:00,46.406,-60.14983,2015,9,0,0,1,1.328175439,71
S05092015.10,S05092015,10,100045549,2015-09-04 23:00,46.77267,-60.18233,2015,9,0,0,186,3.928033613,152
S05092015.11,S05092015,11,100045549,2015-09-04 23:00,46.82467,-60.14033,2015,9,0,0,185,3.66322087,157
S05092015.14,S05092015,14,100045549,2015-09-04 23:00,46.85667,-60.242,2015,9,0,0,170,1.139271028,97
S05092015.15,S05092015,15,100045549,2015-09-04 23:00,46.91017,-60.35117,2015,9,0,0,169,1.394321008,62
S05092015.2,S05092015,2,100045549,2015-09-04 23:00,46.42067,-60.25983,2015,9,200.7075424,573.4501211,703,2.171719828,60
S05092015.3,S05092015,3,100045549,2015-09-04 23:00,46.4915,-60.24433,2015,9,27.34870163,273.4870163,3,1.168790179,97
S05092015.4,S05092015,4,100045549,2015-09-04 23:00,46.48183,-60.34167,2015,9,0,0,4,1.403761468,81
S05092015.5,S05092015,5,100045549,2015-09-04 23:00,46.55967,-60.30867,2015,9,0,0,5,1.508423364,108
S05092015.6,S05092015,6,100045549,2015-09-04 23:00,46.60683,-60.224,2015,9,0,0,6,2.674791379,121
S05092015.7,S05092015,7,100045549,2015-09-04 23:00,46.63633,-60.2405,2015,9,0,0,189,2.322850893,115
S05092015.8,S05092015,8,100045549,2015-09-04 23:00,46.671,-60.16167,2015,9,0,0,188,3.538772581,132
S05092015.9,S05092015,9,100045549,2015-09-04 23:00,46.71683,-60.2575,2015,9,0,0,187,1.276511607,121
S05092016.1,S05092016,1,100047954,2016-09-04 23:00,46.42317,-60.26367,2016,9,0,0,703,1.859413934,64
S05092016.2,S05092016,2,100047954,2016-09-04 23:00,46.488,-60.342,2016,9,0,0,4,2.198626957,84
S05092016.3,S05092016,3,100047954,2016-09-04 23:00,46.4915,-60.2455,2016,9,0,0,3,2.847623276,97
S05092016.4,S05092016,4,100047954,2016-09-04 23:00,46.565,-60.30617,2016,9,0,0,5,3.29511453,110
S05092016.5,S05092016,5,100047954,2016-09-04 23:00,46.6085,-60.2255,2016,9,0,0,6,3.861416667,121
S05092016.6,S05092016,6,100047954,2016-09-04 23:00,46.71833,-60.25633,2016,9,0,0,187,3.465793277,121
S05092018.1,S05092018,1,100052311,2018-09-04 23:00,45.78067,-59.70433,2018,9,0,0,510,2.388628319,117
S05092018.2,S05092018,2,100052311,2018-09-04 23:00,45.69717,-59.62783,2018,9,27.03265474,270.3265474,606,2.727860656,178
S05092018.3,S05092018,3,100052311,2018-09-04 23:00,45.63383,-59.72767,2018,9,0,0,79,2.843547748,135
S05092018.4,S05092018,4,100052311,2018-09-04 23:00,45.71183,-59.75483,2018,9,0,0,52,2.732035345,150
S05092018.5,S05092018,5,100052311,2018-09-04 23:00,45.72933,-59.8885,2018,9,0,0,509,2.28162243,119
S05092018.6,S05092018,6,100052311,2018-09-04 23:00,45.7005,-59.99867,2018,9,49.84610284,498.4610284,540,2.545038983,150
S05102005.1,S05102005,1,100020555,2005-10-04 23:00,43.81583,-59.56367,2005,10,335.1746458,609.4084469,921,7.804761905,55
S05102005.10,S05102005,10,100020555,2005-10-04 23:00,44.219,-60.95217,2005,10,5751.299699,14984.2291,135,8.866371681,59
S05102005.11,S05102005,11,100020555,2005-10-04 23:00,44.2295,-60.82967,2005,10,0,0,134,14.76887417,26
S05102005.2,S05102005,2,100020555,2005-10-04 23:00,43.78517,-59.71017,2005,10,354.4680132,1181.560044,521,8.164661654,55
S05102005.3,S05102005,3,100020555,2005-10-04 23:00,43.69017,-59.78583,2005,10,101.4756815,202.951363,923,4.896521739,82
S05102005.4,S05102005,4,100020555,2005-10-04 23:00,43.7025,-59.93183,2005,10,43.24156757,216.2078379,926,6.21953125,64
S05102005.5,S05102005,5,100020555,2005-10-04 23:00,43.69233,-60.0925,2005,10,292.1424586,779.0465563,927,5.789922481,62
S05102005.6,S05102005,6,100020555,2005-10-04 23:00,43.6855,-60.30183,2005,10,124.8209618,208.0349363,930,5.737984496,60
S05102005.8,S05102005,8,100020555,2005-10-04 23:00,44.06767,-61.13883,2005,10,0,0,537,8.427642276,60
S05102005.9,S05102005,9,100020555,2005-10-04 23:00,44.2385,-61.1005,2005,10,584.0943214,1507.340184,136,7.915,64
S05102007.1,S05102007,1,100024418,2007-10-04 23:00,44.8215,-58.426,2007,10,0,0,366,1.90625,225
S05102007.10,S05102007,10,100024418,2007-10-04 23:00,45.27217,-59.77917,2007,10,89.27419657,297.5806552,74,2.333076923,101
S05102007.11,S05102007,11,100024418,2007-10-04 23:00,45.20983,-59.93933,2007,10,17.9175753,179.175753,73,1.904268293,183
S05102007.12,S05102007,12,100024418,2007-10-04 23:00,45.10817,-59.8925,2007,10,0,0,72,2.36796875,143
S05102007.2,S05102007,2,100024418,2007-10-04 23:00,44.9915,-58.46467,2007,10,0,0,372,2.166412214,86
S05102007.3,S05102007,3,100024418,2007-10-04 23:00,45.04967,-58.66367,2007,10,0,0,375,1.904794521,146
S05102007.4,S05102007,4,100024418,2007-10-04 23:00,45.0515,-58.788,2007,10,0,0,61,2.111811024,102
S05102007.5,S05102007,5,100024418,2007-10-04 23:00,45.0325,-58.90133,2007,10,0,0,62,1.826315789,106
S05102007.6,S05102007,6,100024418,2007-10-04 23:00,45.12633,-59.10083,2007,10,0,0,58,2.008,81
S05102007.7,S05102007,7,100024418,2007-10-04 23:00,45.2525,-59.21733,2007,10,0,0,44,1.7896,97
S05102007.8,S05102007,8,100024418,2007-10-04 23:00,45.2425,-59.38533,2007,10,0,0,55,2.157251908,93
S05102007.9,S05102007,9,100024418,2007-10-04 23:00,45.28833,-59.64067,2007,10,0,0,75,2.15620438,79
S05102010.1,S05102010,1,100032999,2010-10-04 23:00,44.17383,-59.54417,2010,10,17247.82817,69536.69856,303,5.979591837,201
S05102010.10,S05102010,10,100032999,2010-10-04 23:00,44.20683,-60.27717,2010,10,0,0,129,3.878666667,172
S05102010.11,S05102010,11,100032999,2010-10-04 23:00,44.26,-60.39333,2010,10,0,0,132,3.670588235,152
S05102010.12,S05102010,12,100032999,2010-10-04 23:00,44.3225,-60.49283,2010,10,120.0146461,600.0732307,131,3.090714286,130
S05102010.13,S05102010,13,100032999,2010-10-04 23:00,44.32567,-60.25917,2010,10,96.05358443,320.1786148,130,3.386567164,110
S05102010.2,S05102010,2,100032999,2010-10-04 23:00,44.20267,-59.67333,2010,10,0,0,302,5.055882353,165
S05102010.3,S05102010,3,100032999,2010-10-04 23:00,44.3025,-59.775,2010,10,25.59937862,255.9937862,301,5.152727273,167
S05102010.4,S05102010,4,100032999,2010-10-04 23:00,44.385,-59.71217,2010,10,51.65823136,258.2911568,300,5.608461538,152
S05102010.5,S05102010,5,100032999,2010-10-04 23:00,44.39167,-59.93917,2010,10,0,0,126,5.357692308,172
S05102010.6,S05102010,6,100032999,2010-10-04 23:00,44.27783,-59.942,2010,10,0,0,127,5.110852713,146
S05102010.7,S05102010,7,100032999,2010-10-04 23:00,44.26267,-60.0915,2010,10,78.78249951,262.6083317,514,4.051181102,97
S05102010.8,S05102010,8,100032999,2010-10-04 23:00,44.129,-60.08583,2010,10,0,0,210,3.7,70
S05102010.9,S05102010,9,100032999,2010-10-04 23:00,44.15917,-60.16983,2010,10,0,0,128,3.798,152
S05102012.10,S05102012,10,100038541,2012-10-04 23:00,44.375,-61.17883,2012,10,0,0,137,7.747050704,117
S05102012.11,S05102012,11,100038541,2012-10-04 23:00,44.27767,-61.252,2012,10,0,0,327,7.674673333,101
S05102012.12,S05102012,12,100038541,2012-10-04 23:00,44.1055,-61.366,2012,10,0,0,536,8.82972,132
S05102012.2,S05102012,2,100038541,2012-10-04 23:00,44.721,-61.885,2012,10,40.83014683,408.3014683,215,8.983964474,128
S05102012.3,S05102012,3,100038541,2012-10-04 23:00,44.81,-61.793,2012,10,0,0,328,6.466390141,106
S05102012.4,S05102012,4,100038541,2012-10-04 23:00,44.75467,-61.568,2012,10,0,0,326,8.236228169,128
S05102012.5,S05102012,5,100038541,2012-10-04 23:00,44.69783,-61.484,2012,10,0,0,325,8.602415278,143
S05102012.6,S05102012,6,100038541,2012-10-04 23:00,44.73667,-61.32933,2012,10,0,0,535,7.062677465,113
S05102012.7,S05102012,7,100038541,2012-10-04 23:00,44.64833,-61.34717,2012,10,0,0,324,6.6544375,113
S05102012.8,S05102012,8,100038541,2012-10-04 23:00,44.5225,-61.222,2012,10,0,0,139,7.030060563,102
S05102012.9,S05102012,9,100038541,2012-10-04 23:00,44.41967,-61.04383,2012,10,0,0,138,6.199504,97
S05102014.1,S05102014,1,100044521,2014-10-04 23:00,46.29317,-59.327,2014,10,0,0,28,3.899748696,126
S05102014.10,S05102014,10,100044521,2014-10-04 23:00,45.88133,-58.7745,2014,10,0,0,507,5.65349,209
S05102014.11,S05102014,11,100044521,2014-10-04 23:00,45.87583,-58.61083,2014,10,0,0,508,5.409215333,242
S05102014.12,S05102014,12,100044521,2014-10-04 23:00,45.88567,-58.5275,2014,10,0,0,371,5.375424286,210
S05102014.2,S05102014,2,100044521,2014-10-04 23:00,46.31417,-59.18933,2014,10,0,0,611,5.192350877,148
S05102014.3,S05102014,3,100044521,2014-10-04 23:00,46.2075,-59.19517,2014,10,0,0,17,1.671134545,93
S05102014.4,S05102014,4,100044521,2014-10-04 23:00,46.26633,-59.07933,2014,10,0,0,16,5.981282609,137
S05102014.5,S05102014,5,100044521,2014-10-04 23:00,46.21583,-58.89033,2014,10,0,0,205,6.676661111,216
S05102014.7,S05102014,7,100044521,2014-10-04 23:00,46.14933,-58.98217,2014,10,0,0,511,3.427658974,121
S05102014.8,S05102014,8,100044521,2014-10-04 23:00,46.02733,-58.953,2014,10,0,0,31,5.015168033,152
S05102014.9,S05102014,9,100044521,2014-10-04 23:00,45.95933,-58.82617,2014,10,0,0,34,6.838044262,163
S05102016.1,S05102016,1,100047955,2016-10-04 23:00,44.35,-57.89267,2016,10,5447.664757,34940.19465,503,6.30852735,126
S05102016.10,S05102016,10,100047955,2016-10-04 23:00,44.71617,-57.38917,2016,10,715.3807512,1144.609202,401,2.376566667,60
S05102016.11,S05102016,11,100047955,2016-10-04 23:00,44.732,-57.31333,2016,10,0,0,655,7.002202542,143
S05102016.12,S05102016,12,100047955,2016-10-04 23:00,44.81267,-57.3575,2016,10,0,0,405,6.035275194,181
S05102016.2,S05102016,2,100047955,2016-10-04 23:00,44.4015,-57.80083,2016,10,7648.94045,28634.49502,504,4.580816807,90
S05102016.3,S05102016,3,100047955,2016-10-04 23:00,44.36967,-57.7355,2016,10,621.7852229,3674.185408,905,5.138575214,124
S05102016.4,S05102016,4,100047955,2016-10-04 23:00,44.38283,-57.5775,2016,10,1786.883624,7716.088377,505,3.431490756,113
S05102016.5,S05102016,5,100047955,2016-10-04 23:00,44.447,-57.58983,2016,10,30.05677859,901.7033576,903,1.700782353,79
S05102016.6,S05102016,6,100047955,2016-10-04 23:00,44.406,-57.42733,2016,10,80.85747576,404.2873788,901,5.904051181,145
S05102016.7,S05102016,7,100047955,2016-10-04 23:00,44.54833,-57.3545,2016,10,179.6681103,359.3362205,900,2.285551786,68
S05102016.8,S05102016,8,100047955,2016-10-04 23:00,44.64467,-57.255,2016,10,0,0,402,8.796042623,225
S05102016.9,S05102016,9,100047955,2016-10-04 23:00,44.67383,-57.459,2016,10,0,0,412,4.976333051,59
S05112003.1,S05112003,1,100018036,2003-11-04 23:00,45.3927,-61.0912,2003,11,NA,4378.283713,NA,4.87,80.52
S05112003.2,S05112003,2,100018036,2003-11-04 23:00,45.397,-60.8741,2003,11,NA,0,NA,1.83300885,109.8
S05112003.3,S05112003,3,100018036,2003-11-04 23:00,45.4206,-60.7058,2003,11,NA,0,NA,1.284326923,137.25
S05112003.4,S05112003,4,100018036,2003-11-04 23:00,45.5413,-60.7708,2003,11,NA,0,NA,9.00295082,43.92
S05112003.5,S05112003,5,100018036,2003-11-04 23:00,45.544,-60.5928,2003,11,NA,872.2832013,NA,1.428053097,131.76
S05112003.6,S05112003,6,100018036,2003-11-04 23:00,45.4337,-60.5742,2003,11,NA,3990.17884,NA,1.126363636,164.7
S05112003.7,S05112003,7,100018036,2003-11-04 23:00,45.3865,-60.4454,2003,11,NA,0,NA,1.183181818,129.93
S05112003.8,S05112003,8,100018036,2003-11-04 23:00,45.4493,-60.3513,2003,11,NA,0,NA,1.092521739,166.53
S05112003.9,S05112003,9,100018036,2003-11-04 23:00,45.3684,-60.224,2003,11,NA,0,NA,1.07,204.96
S05112005.1,S05112005,1,100020707,2005-11-04 23:00,45.74367,-58.79,2005,11,0,0,37,4.853548387,260
S05112005.10,S05112005,10,100020707,2005-11-04 23:00,45.31633,-58.18083,2005,11,0,0,207,3.053389831,159
S05112005.11,S05112005,11,100020707,2005-11-04 23:00,45.34083,-58.258,2005,11,0,0,385,2.27037037,163
S05112005.12,S05112005,12,100020707,2005-11-04 23:00,45.22833,-58.4595,2005,11,0,0,380,2.714393939,135
S05112005.2,S05112005,2,100020707,2005-11-04 23:00,45.62833,-58.533,2005,11,25.92956033,518.5912066,388,3.885714286,146
S05112005.5,S05112005,5,100020707,2005-11-04 23:00,45.512,-58.17733,2005,11,21.52276343,215.2276343,390,1.88411508,84
S05112005.6,S05112005,6,100020707,2005-11-04 23:00,45.48317,-58.145,2005,11,0,0,386,2.542857143,97
S05112005.7,S05112005,7,100020707,2005-11-04 23:00,45.4305,-57.9645,2005,11,0,0,387,4.0765625,205
S05112005.8,S05112005,8,100020707,2005-11-04 23:00,45.30583,-57.92667,2005,11,37.51696639,187.5848319,382,2.276865672,124
S05112005.9,S05112005,9,100020707,2005-11-04 23:00,45.26833,-58.09983,2005,11,229.5193137,918.0772546,381,2.494890511,92
S05112006.1,S05112006,1,100022419,2006-11-04 23:00,44.15433,-60.426,2006,11,0,0,211,3.952631579,130
S05112006.10,S05112006,10,100022419,2006-11-04 23:00,44.26783,-59.474,2006,11,0,0,344,5.074418605,134
S05112006.13,S05112006,13,100022419,2006-11-04 23:00,44.2115,-59.21383,2006,11,0,0,348,5.6,167
S05112006.15,S05112006,15,100022419,2006-11-04 23:00,44.353,-58.8745,2006,11,675.173563,3375.867815,814,5.190839695,75
S05112006.2,S05112006,2,100022419,2006-11-04 23:00,44.20667,-60.27533,2006,11,0,0,129,4.085869565,179
S05112006.3,S05112006,3,100022419,2006-11-04 23:00,44.12017,-60.26917,2006,11,0,0,308,4.586178862,71
S05112006.4,S05112006,4,100022419,2006-11-04 23:00,44.16,-60.169,2006,11,0,0,128,4.16171875,157
S05112006.5,S05112006,5,100022419,2006-11-04 23:00,44.12817,-60.08517,2006,11,427.4597301,899.9152212,210,4.354761905,71
S05112006.6,S05112006,6,100022419,2006-11-04 23:00,44.11317,-59.9265,2006,11,200.1374417,500.3436042,307,4.52605042,71
S05112006.7,S05112006,7,100022419,2006-11-04 23:00,44.1245,-59.77,2006,11,55917.54609,134814.2401,306,4.264242424,73
S05112006.8,S05112006,8,100022419,2006-11-04 23:00,44.203,-59.67517,2006,11,0,0,302,5.2,163
S05112006.9,S05112006,9,100022419,2006-11-04 23:00,44.17083,-59.538,2006,11,2402.905615,9847.973833,303,4.901587302,196
S05112008.1,S05112008,1,100026072,2008-11-04 23:00,45.00667,-61.38467,2008,11,45.38087481,226.904374,331,2.074468085,97
S05112008.10,S05112008,10,100026072,2008-11-04 23:00,44.90667,-60.43233,2008,11,0,0,150,2.399253731,243
S05112008.11,S05112008,11,100026072,2008-11-04 23:00,45.048,-60.35967,2008,11,0,0,98,1.8616,70
S05112008.12,S05112008,12,100026072,2008-11-04 23:00,45.1505,-60.22767,2008,11,0,0,97,1.89858156,79
S05112008.13,S05112008,13,100026072,2008-11-04 23:00,45.23117,-60.31867,2008,11,0,0,96,2.672093023,82
S05112008.2,S05112008,2,100026072,2008-11-04 23:00,44.89267,-61.28433,2008,11,0,0,158,2.406557377,167
S05112008.3,S05112008,3,100026072,2008-11-04 23:00,44.82967,-61.2465,2008,11,0,0,157,4.118115942,152
S05112008.4,S05112008,4,100026072,2008-11-04 23:00,44.79467,-61.0285,2008,11,0,0,156,2.632624113,179
S05112008.5,S05112008,5,100026072,2008-11-04 23:00,44.805,-60.91417,2008,11,11.0118769,110.118769,155,3.197976752,247
S05112008.6,S05112008,6,100026072,2008-11-04 23:00,44.87,-60.8545,2008,11,0,0,154,2.270895522,185
S05112008.7,S05112008,7,100026072,2008-11-04 23:00,44.80733,-60.7425,2008,11,22.89749075,228.9749075,152,2.782269504,245
S05112008.8,S05112008,8,100026072,2008-11-04 23:00,44.9465,-60.7675,2008,11,0,0,153,2.198648649,218
S05112008.9,S05112008,9,100026072,2008-11-04 23:00,44.906,-60.595,2008,11,0,0,151,2.2,223
S05112012.1,S05112012,1,100038662,2012-11-04 23:00,44.32183,-60.49233,2012,11,0,0,131,4.927413333,130
S05112012.10,S05112012,10,100038662,2012-11-04 23:00,44.1115,-59.92167,2012,11,7050.916487,53071.41442,307,5.059747059,70
S05112012.11,S05112012,11,100038662,2012-11-04 23:00,44.02933,-60.03567,2012,11,1975.839918,7264.117346,600,11.91581333,37
S05112012.12,S05112012,12,100038662,2012-11-04 23:00,44.0625,-60.18683,2012,11,424.7082428,1516.815153,654,8.62555,46
S05112012.13,S05112012,13,100038662,2012-11-04 23:00,44.12183,-60.2625,2012,11,0,0,308,4.848236923,71
S05112012.14,S05112012,14,100038662,2012-11-04 23:00,44.061,-60.36983,2012,11,0,0,406,7.7029,44
S05112012.15,S05112012,15,100038662,2012-11-04 23:00,44.09917,-60.47883,2012,11,0,0,413,6.760809859,55
S05112012.2,S05112012,2,100038662,2012-11-04 23:00,44.25883,-60.39383,2012,11,0,0,132,4.780682192,161
S05112012.3,S05112012,3,100038662,2012-11-04 23:00,44.20567,-60.26983,2012,11,0,0,129,5.668045783,185
S05112012.4,S05112012,4,100038662,2012-11-04 23:00,44.16167,-60.168,2012,11,0,0,128,5.677997619,167
S05112012.5,S05112012,5,100038662,2012-11-04 23:00,44.1305,-60.0875,2012,11,0,0,210,5.228966234,70
S05112012.6,S05112012,6,100038662,2012-11-04 23:00,44.133,-59.83283,2012,11,19771.63794,39357.33571,707,5.820695714,102
S05112012.7,S05112012,7,100038662,2012-11-04 23:00,44.065,-59.7765,2012,11,53566.48504,144671.1416,705,6.937667606,55
S05112012.8,S05112012,8,100038662,2012-11-04 23:00,44.12383,-59.76817,2012,11,96375.45804,241536.5077,306,5.329709859,73
S05112012.9,S05112012,9,100038662,2012-11-04 23:00,44.16667,-59.78117,2012,11,39857.78345,137378.8813,706,6.8547,148
S05112014.1,S05112014,1,100044522,2014-11-04 23:00,44.7925,-61.027,2014,11,0,0,156,5.703783942,178
S05112014.10,S05112014,10,100044522,2014-11-04 23:00,44.3955,-60.10083,2014,11,0,0,125,6.522455085,157
S05112014.11,S05112014,11,100044522,2014-11-04 23:00,44.39117,-59.93167,2014,11,0,0,126,6.844806667,179
S05112014.2,S05112014,2,100044522,2014-11-04 23:00,44.81067,-60.91817,2014,11,0,0,155,7.234728455,251
S05112014.3,S05112014,3,100044522,2014-11-04 23:00,44.8685,-60.85767,2014,11,0,0,154,6.280111607,190
S05112014.4,S05112014,4,100044522,2014-11-04 23:00,44.81067,-60.738,2014,11,0,0,152,6.660521429,245
S05112014.5,S05112014,5,100044522,2014-11-04 23:00,44.77133,-60.5205,2014,11,0,0,149,5.592223276,141
S05112014.6,S05112014,6,100044522,2014-11-04 23:00,44.735,-60.34933,2014,11,0,0,119,4.252902703,234
S05112014.7,S05112014,7,100044522,2014-11-04 23:00,44.651,-60.32267,2014,11,0,0,603,4.144391589,198
S05112014.8,S05112014,8,100044522,2014-11-04 23:00,44.57833,-60.29817,2014,11,0,0,147,3.848139815,82
S05112014.9,S05112014,9,100044522,2014-11-04 23:00,44.472,-60.21417,2014,11,0,0,602,5.788994828,157
S05112015.1,S05112015,1,100045755,2015-11-04 23:00,43.69883,-59.459,2015,11,123.9155971,1858.733957,920,4.455122727,139
