TRIP_SET,TRIP,SET_NO,TRIP_ID,BOARD_DATE,LATITUDE,LONGITUDE,year,month,Code6600.wgt,Code6600.no,STATION,BOTTOM_TEMPERATURE,DEPTH
S18092006.9,S18092006,9,100022246,2006-09-17 23:00,44.39767,-57.80417,2006,9,3927.908237,12771.72617,504,3.043181818,90
S18092007.1,S18092007,1,100024432,2007-09-17 23:00,46.421,-60.261,2007,9,36.42583106,182.1291553,703,3.786153846,60
S18092007.10,S18092007,10,100024432,2007-09-17 23:00,46.65117,-60.03083,2007,9,0,0,183,2.616666667,121
S18092007.11,S18092007,11,100024432,2007-09-17 23:00,46.689,-59.96917,2007,9,94.58663162,315.2887721,19,1.897247706,102
S18092007.13,S18092007,13,100024432,2007-09-17 23:00,46.6505,-59.86817,2007,9,0,0,182,4.090857143,68
S18092007.14,S18092007,14,100024432,2007-09-17 23:00,46.65383,-59.77333,2007,9,263.1380686,877.1268955,179,2.524786325,75
S18092007.15,S18092007,15,100024432,2007-09-17 23:00,46.72017,-59.765,2007,9,0,0,180,1.735810811,98
S18092007.2,S18092007,2,100024432,2007-09-17 23:00,46.409,-60.15067,2007,9,18.81695765,188.1695765,1,2.950862069,71
S18092007.3,S18092007,3,100024432,2007-09-17 23:00,46.49333,-60.08567,2007,9,0,0,2,2.211864407,97
S18092007.4,S18092007,4,100024432,2007-09-17 23:00,46.49133,-60.24233,2007,9,0,0,3,1.894736842,95
S18092007.5,S18092007,5,100024432,2007-09-17 23:00,46.48117,-60.34117,2007,9,0,0,4,2.653636364,79
S18092007.6,S18092007,6,100024432,2007-09-17 23:00,46.56183,-60.30833,2007,9,0,0,5,2.315873016,108
S18092007.7,S18092007,7,100024432,2007-09-17 23:00,46.60517,-60.22333,2007,9,0,0,6,2.92892562,119
S18092007.8,S18092007,8,100024432,2007-09-17 23:00,46.60667,-60.08167,2007,9,0,0,7,2.504504505,117
S18092007.9,S18092007,9,100024432,2007-09-17 23:00,46.5875,-60.00417,2007,9,0,0,10,2.3275,101
S18092008.6,S18092008,6,100025913,2008-09-17 23:00,46.71517,-59.76317,2008,9,0,0,180,1.383552632,97
S18092008.7,S18092008,7,100025913,2008-09-17 23:00,46.65317,-59.77467,2008,9,0,0,179,1.382442748,75
S18092008.8,S18092008,8,100025913,2008-09-17 23:00,46.65,-59.86767,2008,9,0,0,182,1.488194444,70
S18092010.1,S18092010,1,100032821,2010-09-17 23:00,44.36833,-63.76267,2010,9,0,0,268,4.527868852,86
S18092010.10,S18092010,10,100032821,2010-09-17 23:00,44.681,-62.53633,2010,9,0,0,235,3.246666667,88
S18092010.11,S18092010,11,100032821,2010-09-17 23:00,44.69867,-62.38917,2010,9,53.06410324,265.3205162,230,3.258088235,93
S18092010.12,S18092010,12,100032821,2010-09-17 23:00,44.64167,-62.31267,2010,9,0,0,226,7.8,128
S18092010.13,S18092010,13,100032821,2010-09-17 23:00,44.67567,-62.24433,2010,9,0,0,225,7.518181818,128
S18092010.2,S18092010,2,100032821,2010-09-17 23:00,44.37233,-63.59817,2010,9,0,0,267,4.800787402,106
S18092010.3,S18092010,3,100032821,2010-09-17 23:00,44.388,-63.469,2010,9,0,0,266,3.811382114,106
S18092010.5,S18092010,5,100032821,2010-09-17 23:00,44.302,-63.234,2010,9,0,0,542,8.4,161
S18092010.6,S18092010,6,100032821,2010-09-17 23:00,44.361,-63.07267,2010,9,0,0,259,8.845833333,150
S18092010.7,S18092010,7,100032821,2010-09-17 23:00,44.51083,-62.83833,2010,9,0,0,244,6.0856,119
S18092010.9,S18092010,9,100032821,2010-09-17 23:00,44.57267,-62.72917,2010,9,25.61568347,256.1568347,531,4.367741935,102
S18092011.1,S18092011,1,100035650,2011-09-17 23:00,44.6435,-61.88783,2011,9,0,0,216,9.0232,145
S18092011.11,S18092011,11,100035650,2011-09-17 23:00,44.5405,-62.6345,2011,9,25.57432503,2045.946002,236,6.9512,130
S18092011.12,S18092011,12,100035650,2011-09-17 23:00,44.519,-62.69617,2011,9,0,0,240,7.32295082,124
S18092011.13,S18092011,13,100035650,2011-09-17 23:00,44.51133,-62.83917,2011,9,0,0,244,6.123846154,119
S18092011.2,S18092011,2,100035650,2011-09-17 23:00,44.659,-62.09417,2011,9,0,0,220,8.768085106,135
S18092011.3,S18092011,3,100035650,2011-09-17 23:00,44.67517,-62.24633,2011,9,45.82442749,229.1221374,225,7.482258065,126
S18092011.4,S18092011,4,100035650,2011-09-17 23:00,44.641,-62.31367,2011,9,0,0,226,8.346969697,130
S18092011.5,S18092011,5,100035650,2011-09-17 23:00,44.699,-62.38783,2011,9,45.15529648,225.7764824,230,3.980147059,93
S18092011.6,S18092011,6,100035650,2011-09-17 23:00,44.60183,-62.43517,2011,9,0,0,532,7.199224806,126
S18092011.7,S18092011,7,100035650,2011-09-17 23:00,44.68017,-62.537,2011,9,0,0,235,3.049230769,86
S18092013.1,S18092013,1,100041766,2013-09-17 23:00,43.03483,-65.592,2013,9,0,0,415,9.501280165,135
S18092013.10,S18092013,10,100041766,2013-09-17 23:00,43.37133,-65.01933,2013,9,0,0,835,7.007761207,159
S18092013.12,S18092013,12,100041766,2013-09-17 23:00,43.71983,-64.48283,2013,9,0,0,527,9.253249587,154
S18092013.2,S18092013,2,100041766,2013-09-17 23:00,43.1055,-65.46683,2013,9,0,0,409,7.708961739,119
S18092013.3,S18092013,3,100041766,2013-09-17 23:00,43.14683,-65.49783,2013,9,0,0,720,8.012945133,101
S18092013.4,S18092013,4,100041766,2013-09-17 23:00,43.216,-65.29217,2013,9,27.48494522,274.8494522,838,6.895306195,126
S18092013.5,S18092013,5,100041766,2013-09-17 23:00,43.16017,-65.20517,2013,9,0,0,721,6.804289167,150
S18092013.6,S18092013,6,100041766,2013-09-17 23:00,43.16067,-65.06417,2013,9,0,0,410,7.807393431,181
S18092013.7,S18092013,7,100041766,2013-09-17 23:00,43.24967,-64.90833,2013,9,0,0,836,8.729039024,150
S18092013.8,S18092013,8,100041766,2013-09-17 23:00,43.293,-65.0495,2013,9,0,0,837,6.77627561,181
S18092013.9,S18092013,9,100041766,2013-09-17 23:00,43.32183,-65.11833,2013,9,0,0,522,6.581812712,154
S18092016.1,S18092016,1,100047967,2016-09-17 23:00,43.10867,-65.4615,2016,9,0,0,409,7.359481301,121
S18092016.10,S18092016,10,100047967,2016-09-17 23:00,43.37133,-65.02067,2016,9,0,0,835,8.012358621,161
S18092016.11,S18092016,11,100047967,2016-09-17 23:00,43.4425,-65.0855,2016,9,0,0,750,7.117709483,124
S18092016.2,S18092016,2,100047967,2016-09-17 23:00,43.216,-65.2915,2016,9,0,0,838,6.726219658,128
S18092016.3,S18092016,3,100047967,2016-09-17 23:00,43.16117,-65.20267,2016,9,0,0,721,7.724043103,152
S18092016.4,S18092016,4,100047967,2016-09-17 23:00,43.16333,-65.064,2016,9,0,0,410,8.4702504,183
S18092016.5,S18092016,5,100047967,2016-09-17 23:00,43.251,-64.90617,2016,9,0,0,836,8.461798347,154
S18092016.6,S18092016,6,100047967,2016-09-17 23:00,43.29267,-65.0545,2016,9,0,0,837,8.10299,165
S18092016.7,S18092016,7,100047967,2016-09-17 23:00,43.32167,-65.12217,2016,9,0,0,522,7.752772662,157
S18092016.8,S18092016,8,100047967,2016-09-17 23:00,43.303,-65.263,2016,9,0,0,855,7.020171667,139
S18092016.9,S18092016,9,100047967,2016-09-17 23:00,43.36233,-65.23133,2016,9,0,0,856,6.93642069,117
S18102003.1,S18102003,1,100018045,2003-10-17 23:00,47.0738,-60.3713,2003,10,NA,0,NA,2.007878788,159.21
S18102003.10,S18102003,10,100018045,2003-10-17 23:00,46.6604,-59.7692,2003,10,NA,227.5866935,NA,2.025840708,78.69
S18102003.11,S18102003,11,100018045,2003-10-17 23:00,46.654,-59.8693,2003,10,NA,0,NA,0.966913775,69.54
S18102003.12,S18102003,12,100018045,2003-10-17 23:00,46.5811,-59.85,2003,10,NA,624.1070652,NA,7.969230769,56.73
S18102003.13,S18102003,13,100018045,2003-10-17 23:00,46.6073,-60.0825,2003,10,NA,0,NA,2.111261261,118.95
S18102003.14,S18102003,14,100018045,2003-10-17 23:00,46.6522,-60.0311,2003,10,NA,0,NA,1.976846847,122.61
S18102003.15,S18102003,15,100018045,2003-10-17 23:00,46.6785,-60.1661,2003,10,NA,0,NA,1.920088496,133.59
S18102003.2,S18102003,2,100018045,2003-10-17 23:00,47.0426,-60.1863,2003,10,NA,0,NA,3.1606899,177.51
S18102003.3,S18102003,3,100018045,2003-10-17 23:00,47.0353,-60.0702,2003,10,NA,0,NA,5.322561983,221.43
S18102003.4,S18102003,4,100018045,2003-10-17 23:00,46.977,-60.0113,2003,10,NA,0,NA,2.606511628,175.68
S18102003.5,S18102003,5,100018045,2003-10-17 23:00,46.897,-60.0748,2003,10,NA,0,NA,3.984645669,177.51
S18102003.6,S18102003,6,100018045,2003-10-17 23:00,46.8718,-59.9634,2003,10,NA,0,NA,4.104705882,164.7
S18102003.7,S18102003,7,100018045,2003-10-17 23:00,46.816,-59.9468,2003,10,NA,0,NA,2.135350877,137.25
S18102003.8,S18102003,8,100018045,2003-10-17 23:00,46.7586,-59.9186,2003,10,NA,0,NA,1.265042017,129.93
S18102003.9,S18102003,9,100018045,2003-10-17 23:00,46.7245,-59.7724,2003,10,NA,0,NA,0.984078947,98.82
S18102004.1,S18102004,1,100018557,2004-10-17 23:00,43.2495,-64.91083,2004,10,NA,0,836,5.313064516,152
S18102004.2,S18102004,2,100018557,2004-10-17 23:00,43.0705,-65.072,2004,10,NA,0,839,5.48,165
S18102004.3,S18102004,3,100018557,2004-10-17 23:00,43.01783,-65.18833,2004,10,NA,0,840,5.012105263,168
S18102004.4,S18102004,4,100018557,2004-10-17 23:00,43.21583,-65.29133,2004,10,NA,0,838,4.10744186,128
S18102004.5,S18102004,5,100018557,2004-10-17 23:00,43.292,-65.05633,2004,10,NA,0,837,5.33,165
S18102004.6,S18102004,6,100018557,2004-10-17 23:00,43.36983,-65.022,2004,10,NA,0,835,4.626335404,159
S18102004.7,S18102004,7,100018557,2004-10-17 23:00,43.47717,-64.88883,2004,10,NA,0,834,4.117631579,134
S18102004.8,S18102004,8,100018557,2004-10-17 23:00,43.60183,-64.75367,2004,10,NA,0,833,4.560491803,124
S18102006.1,S18102006,1,100022377,2006-10-17 23:00,44.885,-58.20533,2006,10,0,0,373,2.79379845,157
S18102006.10,S18102006,10,100022377,2006-10-17 23:00,45.03917,-59.60433,2006,10,0,0,66,2.93129771,135
S18102006.11,S18102006,11,100022377,2006-10-17 23:00,45.08333,-59.71517,2006,10,0,0,67,3.043801653,115
S18102006.2,S18102006,2,100022377,2006-10-17 23:00,44.99067,-58.46533,2006,10,0,0,372,2.949315068,86
S18102006.3,S18102006,3,100022377,2006-10-17 23:00,45.049,-58.66117,2006,10,0,0,375,2.873770492,145
S18102006.4,S18102006,4,100022377,2006-10-17 23:00,45.05183,-58.78917,2006,10,0,0,61,2.746666667,101
S18102006.5,S18102006,5,100022377,2006-10-17 23:00,45.034,-58.901,2006,10,0,0,62,2.533834586,97
S18102006.6,S18102006,6,100022377,2006-10-17 23:00,45.12583,-59.09933,2006,10,0,0,58,2.97394958,81
S18102006.7,S18102006,7,100022377,2006-10-17 23:00,45.01733,-59.21,2006,10,0,0,57,3.120212766,84
S18102006.8,S18102006,8,100022377,2006-10-17 23:00,45.07883,-59.349,2006,10,0,0,56,2.963235294,152
S18102006.9,S18102006,9,100022377,2006-10-17 23:00,44.98967,-59.42683,2006,10,0,0,65,2.924137931,137
S18102007.1,S18102007,1,100024340,2007-10-17 23:00,44.72317,-61.883,2007,10,0,0,215,4.910443028,134
S18102007.11,S18102007,11,100024340,2007-10-17 23:00,44.64117,-62.31217,2007,10,26.76580795,267.6580795,226,5.30483871,130
S18102007.12,S18102007,12,100024340,2007-10-17 23:00,44.51833,-62.24783,2007,10,0,0,533,7.404545455,157
S18102007.13,S18102007,13,100024340,2007-10-17 23:00,44.52067,-62.475,2007,10,0,0,231,7.465185185,145
S18102007.14,S18102007,14,100024340,2007-10-17 23:00,44.42667,-62.75483,2007,10,0,0,241,6.066115702,137
S18102007.2,S18102007,2,100024340,2007-10-17 23:00,44.64583,-61.88083,2007,10,0,0,216,7.5232,145
S18102007.3,S18102007,3,100024340,2007-10-17 23:00,44.696,-61.9545,2007,10,0,0,539,6.645038168,141
S18102007.4,S18102007,4,100024340,2007-10-17 23:00,44.6685,-62.07417,2007,10,0,0,220,6.393233083,137
S18102007.6,S18102007,6,100024340,2007-10-17 23:00,44.67567,-62.2425,2007,10,0,0,225,3.668376068,130
S18102007.8,S18102007,8,100024340,2007-10-17 23:00,44.69917,-62.38733,2007,10,0,0,230,3.370338983,92
S18102012.1,S18102012,1,100038666,2012-10-17 23:00,45.38717,-61.11517,2012,10,0,0,106,3.980988889,71
S18102012.2,S18102012,2,100038666,2012-10-17 23:00,45.396,-60.86433,2012,10,0,0,107,3.348511268,121
S18102012.3,S18102012,3,100038666,2012-10-17 23:00,45.41917,-60.70683,2012,10,0,0,108,3.391125333,135
S18102012.4,S18102012,4,100038666,2012-10-17 23:00,45.51567,-60.69733,2012,10,0,0,109,3.292136111,117
S18102012.5,S18102012,5,100038666,2012-10-17 23:00,45.54083,-60.5915,2012,10,25.60048558,256.0048558,110,3.188484337,128
S18102012.6,S18102012,6,100038666,2012-10-17 23:00,45.48917,-60.56017,2012,10,26.73142843,267.3142843,702,3.505132,159
S18102012.7,S18102012,7,100038666,2012-10-17 23:00,45.424,-60.57617,2012,10,0,0,111,3.501909231,163
S18102012.8,S18102012,8,100038666,2012-10-17 23:00,45.38283,-60.4505,2012,10,0,0,112,3.47128169,130
S18112003.1,S18112003,1,100018046,2003-11-17 23:00,44.181,-63.5945,2003,11,NA,0,NA,4.40990991,144.57
S18112003.10,S18112003,10,100018046,2003-11-17 23:00,44.4541,-62.2988,2003,11,NA,0,NA,8.918181818,168.36
S18112003.11,S18112003,11,100018046,2003-11-17 23:00,44.5204,-61.6166,2003,11,NA,0,NA,7.766902655,161.04
S18112003.12,S18112003,12,100018046,2003-11-17 23:00,44.4354,-61.4905,2003,11,NA,0,NA,7.629622642,159.21
S18112003.2,S18112003,2,100018046,2003-11-17 23:00,44.131,-63.5414,2003,11,NA,0,NA,6.439732143,168.36
S18112003.3,S18112003,3,100018046,2003-11-17 23:00,44.1781,-63.4855,2003,11,NA,0,NA,5.614545455,155.55
S18112003.4,S18112003,4,100018046,2003-11-17 23:00,44.2271,-63.236,2003,11,NA,0,NA,6.754642857,168.36
S18112003.5,S18112003,5,100018046,2003-11-17 23:00,44.2541,-63.1065,2003,11,NA,0,NA,6.891578947,172.02
S18112003.6,S18112003,6,100018046,2003-11-17 23:00,44.2918,-62.872,2003,11,NA,0,NA,8.598782609,183
S18112003.7,S18112003,7,100018046,2003-11-17 23:00,44.3053,-62.8038,2003,11,NA,0,NA,8.309043478,172.02
S18112003.8,S18112003,8,100018046,2003-11-17 23:00,44.3656,-62.6285,2003,11,NA,0,NA,8.447368421,177.51
S18112003.9,S18112003,9,100018046,2003-11-17 23:00,44.4091,-62.4631,2003,11,NA,0,NA,8.295132743,179.34
S18112007.1,S18112007,1,100024426,2007-11-17 23:00,45.08467,-59.71567,2007,11,0,0,67,2.194957983,112
S18112007.10,S18112007,10,100024426,2007-11-17 23:00,45.36817,-59.055,2007,11,0,0,42,1.9008,106
S18112007.11,S18112007,11,100024426,2007-11-17 23:00,45.3575,-59.19583,2007,11,0,0,45,1.8656,106
S18112007.2,S18112007,2,100024426,2007-11-17 23:00,45.03983,-59.60467,2007,11,0,0,66,2.200671141,137
S18112007.3,S18112007,3,100024426,2007-11-17 23:00,44.98,-59.6345,2007,11,0,0,68,2.415909091,170
S18112007.4,S18112007,4,100024426,2007-11-17 23:00,44.98367,-59.42833,2007,11,0,0,65,2.082386364,198
S18112007.5,S18112007,5,100024426,2007-11-17 23:00,44.892,-59.2965,2007,11,21.43246731,214.3246731,64,1.887116564,236
S18112007.6,S18112007,6,100024426,2007-11-17 23:00,44.8165,-59.40267,2007,11,0,0,341,2.292982456,251
S18112007.7,S18112007,7,100024426,2007-11-17 23:00,44.77183,-59.33017,2007,11,0,0,345,2.186486486,92
S18112007.8,S18112007,8,100024426,2007-11-17 23:00,45.257,-59.0145,2007,11,0,0,43,1.97037037,132
S18112007.9,S18112007,9,100024426,2007-11-17 23:00,45.30617,-58.92633,2007,11,0,0,59,2.130534351,128
S18112012.1,S18112012,1,100038667,2012-11-17 23:00,44.58883,-59.75517,2012,11,0,0,337,4.125225225,82
S18112012.10,S18112012,10,100038667,2012-11-17 23:00,45.25733,-59.014,2012,11,0,0,43,3.442093671,130
S18112012.11,S18112012,11,100038667,2012-11-17 23:00,45.304,-58.927,2012,11,0,0,59,3.496165672,134
S18112012.12,S18112012,12,100038667,2012-11-17 23:00,45.25283,-58.79933,2012,11,0,0,60,3.644875385,86
S18112012.2,S18112012,2,100038667,2012-11-17 23:00,44.62817,-59.67867,2012,11,1612.20132,2913.616844,339,4.78372093,185
S18112012.3,S18112012,3,100038667,2012-11-17 23:00,44.7205,-59.39333,2012,11,0,0,342,3.733270968,243
S18112012.4,S18112012,4,100038667,2012-11-17 23:00,44.76133,-59.33667,2012,11,0,0,345,3.635756522,157
S18112012.5,S18112012,5,100038667,2012-11-17 23:00,44.819,-59.40083,2012,11,0,0,341,3.897089024,254
S18112012.6,S18112012,6,100038667,2012-11-17 23:00,44.89067,-59.2995,2012,11,0,0,64,3.283384722,243
S18112012.7,S18112012,7,100038667,2012-11-17 23:00,45.01483,-59.21317,2012,11,0,0,57,3.294558904,90
S18112012.8,S18112012,8,100038667,2012-11-17 23:00,45.0665,-59.35133,2012,11,243.452124,2738.836395,56,3.461668657,167
S18112012.9,S18112012,9,100038667,2012-11-17 23:00,45.12517,-59.10217,2012,11,195.9827567,279.9753668,58,3.284357746,81
S18112013.10,S18112013,10,100042280,2013-11-17 23:00,45.01367,-59.21433,2013,11,0,0,57,2.283432773,102
S18112013.11,S18112013,11,100042280,2013-11-17 23:00,44.8925,-59.29883,2013,11,0,0,64,2.865715152,240
S18112013.12,S18112013,12,100042280,2013-11-17 23:00,44.98567,-59.43,2013,11,91.31330096,456.5665048,65,3.177516129,188
S18112013.13,S18112013,13,100042280,2013-11-17 23:00,44.97717,-59.6355,2013,11,0,0,68,3.324861157,168
S18112013.14,S18112013,14,100042280,2013-11-17 23:00,45.04017,-59.60433,2013,11,0,0,66,2.779537069,139
S18112013.15,S18112013,15,100042280,2013-11-17 23:00,45.08317,-59.71383,2013,11,0,0,67,2.980860185,115
S18112013.2,S18112013,2,100042280,2013-11-17 23:00,44.76383,-58.30033,2013,11,0,0,367,2.430409016,75
S18112013.3,S18112013,3,100042280,2013-11-17 23:00,44.8275,-58.421,2013,11,0,0,366,2.686496992,218
S18112013.4,S18112013,4,100042280,2013-11-17 23:00,44.99217,-58.464,2013,11,107.8002672,269.5006681,372,2.459118605,86
S18112013.5,S18112013,5,100042280,2013-11-17 23:00,45.05067,-58.65533,2013,11,0,0,375,2.660533607,145
S18112013.6,S18112013,6,100042280,2013-11-17 23:00,45.05317,-58.7885,2013,11,0,0,61,2.207991057,102
S18112013.7,S18112013,7,100042280,2013-11-17 23:00,45.02617,-58.9045,2013,11,21.79894357,217.9894357,62,2.208200847,128
S18112013.8,S18112013,8,100042280,2013-11-17 23:00,45.125,-59.10133,2013,11,0,0,58,2.260809483,81
S18112013.9,S18112013,9,100042280,2013-11-17 23:00,45.06617,-59.351,2013,11,0,0,56,2.816708772,163
S18112015.1,S18112015,1,100045767,2015-11-17 23:00,45.31117,-60.362,2015,11,0,0,113,3.367236567,168
S18112015.2,S18112015,2,100045767,2015-11-17 23:00,45.36867,-60.22533,2015,11,0,0,85,3.251248739,192
S18112015.3,S18112015,3,100045767,2015-11-17 23:00,45.307,-60.23733,2015,11,0,0,84,3.300856489,148
S18112015.4,S18112015,4,100045767,2015-11-17 23:00,45.22967,-60.32017,2015,11,0,0,96,3.690424113,81
S18112015.5,S18112015,5,100045767,2015-11-17 23:00,45.15,-60.2275,2015,11,0,0,97,3.353984211,67
S18112016.1,S18112016,1,100048158,2016-11-17 23:00,45.0915,-60.76483,2016,11,0,0,100,3.851037931,152
S18112016.2,S18112016,2,100048158,2016-11-17 23:00,45.06783,-60.9945,2016,11,0,0,101,3.051054464,176
S18112018.1,S18112018,1,100052396,2018-11-17 23:00,44.94033,-60.767,2018,11,1775.574717,29881.62329,153,3.560454945,221
S18112018.2,S18112018,2,100052396,2018-11-17 23:00,44.9095,-60.597,2018,11,0,0,151,3.385083621,240
S18112018.3,S18112018,3,100052396,2018-11-17 23:00,44.90183,-60.43867,2018,11,312.1003804,3901.254756,150,3.407113386,242
S18112018.4,S18112018,4,100052396,2018-11-17 23:00,45.047,-60.358,2018,11,0,0,98,3.377072034,77
S18112018.5,S18112018,5,100052396,2018-11-17 23:00,45.15017,-60.22617,2018,11,0,0,97,3.037497273,79
S18112018.6,S18112018,6,100052396,2018-11-17 23:00,45.2685,-60.07567,2018,11,0,0,83,2.530671523,152
S18112018.7,S18112018,7,100052396,2018-11-17 23:00,45.32783,-60.011,2018,11,0,0,82,2.320673196,194
S18112019.1,S18112019,1,100055508,2019-11-17 23:00,45.50517,-59.9445,2019,11,0,0,80,2.964645133,139
S18112019.2,S18112019,2,100055508,2019-11-17 23:00,45.47967,-60.1035,2019,11,29.35133945,293.5133945,605,2.969626606,178
S18112019.3,S18112019,3,100055508,2019-11-17 23:00,45.36817,-60.22367,2019,11,21.59728772,431.9457545,85,3.014164407,198
S18112019.4,S18112019,4,100055508,2019-11-17 23:00,45.31233,-60.2405,2019,11,0,0,84,3.157121186,196
S18112019.5,S18112019,5,100055508,2019-11-17 23:00,45.31233,-60.3645,2019,11,0,0,113,3.078858929,161
S18112019.6,S18112019,6,100055508,2019-11-17 23:00,45.44233,-60.359,2019,11,0,0,86,2.831423636,176
S18112019.8,S18112019,8,100055508,2019-11-17 23:00,45.42483,-60.57817,2019,11,0,0,111,2.98979125,167
S18122017.1,S18122017,1,100050192,2017-12-17 23:00,44.79217,-61.02833,2017,12,0,0,156,5.915957983,185
S18122017.2,S18122017,2,100050192,2017-12-17 23:00,44.80683,-60.91833,2017,12,4334.875253,58258.51454,155,7.575502273,254
S18122017.3,S18122017,3,100050192,2017-12-17 23:00,44.86967,-60.85967,2017,12,82.55066768,2063.766692,154,5.442028346,183
S18122017.4,S18122017,4,100050192,2017-12-17 23:00,44.80683,-60.74033,2017,12,337.0477842,6740.955684,152,5.921513386,245
S18122017.5,S18122017,5,100050192,2017-12-17 23:00,44.912,-60.59567,2017,12,0,0,151,4.375832061,236
S18122019.1,S18122019,1,100055655,2019-12-17 23:00,45.257,-59.007,2019,12,0,0,43,2.760373913,143
S18122019.10,S18122019,10,100055655,2019-12-17 23:00,44.77533,-59.14567,2019,12,0,0,607,2.440577686,304
S18122019.11,S18122019,11,100055655,2019-12-17 23:00,44.7605,-59.33817,2019,12,0,0,345,2.575705085,165
S18122019.12,S18122019,12,100055655,2019-12-17 23:00,44.71883,-59.39417,2019,12,21.2307205,212.307205,342,2.644945669,243
S18122019.2,S18122019,2,100055655,2019-12-17 23:00,45.12483,-59.10317,2019,12,0,0,58,3.121319626,82
S18122019.3,S18122019,3,100055655,2019-12-17 23:00,45.02933,-58.9035,2019,12,0,0,62,2.772224786,128
S18122019.4,S18122019,4,100055655,2019-12-17 23:00,45.05717,-58.79267,2019,12,0,0,61,3.012731624,101
S18122019.5,S18122019,5,100055655,2019-12-17 23:00,45.04967,-58.6645,2019,12,0,0,375,2.652289189,146
S18122019.6,S18122019,6,100055655,2019-12-17 23:00,44.9895,-58.46667,2019,12,131.6953329,438.984443,372,2.681611475,90
S18122019.7,S18122019,7,100055655,2019-12-17 23:00,44.8995,-58.62717,2019,12,25.96474975,259.6474975,652,2.768159664,190
S18122019.8,S18122019,8,100055655,2019-12-17 23:00,44.8635,-58.9865,2019,12,0,0,369,2.607219403,284
S18122019.9,S18122019,9,100055655,2019-12-17 23:00,44.89433,-59.05433,2019,12,0,0,63,2.49854058,207
S19092002.1,S19092002,1,100018019,2002-09-18 23:00,44.3041,-61.4585,2002,9,NA,0,NA,7.456140351,128.1
S19092002.10,S19092002,10,100018019,2002-09-18 23:00,44.6968,-62.419,2002,9,NA,260.4587199,NA,3.392523364,89.67
S19092002.11,S19092002,11,100018019,2002-09-18 23:00,44.6711,-62.5378,2002,9,NA,0,NA,3.482142857,89.67
S19092002.12,S19092002,12,100018019,2002-09-18 23:00,44.5241,-62.4656,2002,9,NA,0,NA,7.87826087,146.4
S19092002.2,S19092002,2,100018019,2002-09-18 23:00,44.3781,-61.6201,2002,9,NA,0,NA,8.991150442,170.19
S19092002.3,S19092002,3,100018019,2002-09-18 23:00,44.448,-61.7026,2002,9,NA,0,NA,8.818965517,173.85
S19092002.4,S19092002,4,100018019,2002-09-18 23:00,44.4593,-61.8848,2002,9,NA,0,NA,9.482142857,164.7
S19092002.5,S19092002,5,100018019,2002-09-18 23:00,44.434,-62.0961,2002,9,NA,22050.1764,NA,10,237.9
S19092002.6,S19092002,6,100018019,2002-09-18 23:00,44.5361,-62.0155,2002,9,NA,520.9174398,NA,10,195.81
S19092002.7,S19092002,7,100018019,2002-09-18 23:00,44.6738,-62.0598,2002,9,NA,0,NA,7.845454545,139.08
S19092002.8,S19092002,8,100018019,2002-09-18 23:00,44.6813,-62.242,2002,9,NA,0,NA,4,129.93
S19092002.9,S19092002,9,100018019,2002-09-18 23:00,44.6421,-62.313,2002,9,NA,0,NA,4,129.93
S19092004.1,S19092004,1,100018528,2004-09-18 23:00,45.43367,-57.96417,2004,9,NA,0,387,3.105465839,203
S19092004.3,S19092004,3,100018528,2004-09-18 23:00,45.306,-57.93067,2004,9,NA,382.2489183,382,0.760938962,137
S19092004.4,S19092004,4,100018528,2004-09-18 23:00,45.27183,-58.0955,2004,9,NA,0,381,1.626375,88
S19092004.5,S19092004,5,100018528,2004-09-18 23:00,45.3145,-58.18267,2004,9,NA,0,207,2.520916031,159
S19092004.6,S19092004,6,100018528,2004-09-18 23:00,45.34333,-58.25033,2004,9,NA,0,385,2.208294574,143
S19092004.7,S19092004,7,100018528,2004-09-18 23:00,45.44767,-58.39617,2004,9,NA,402.4765137,384,2.436176471,174
S19092004.9,S19092004,9,100018528,2004-09-18 23:00,45.6325,-58.53267,2004,9,NA,0,388,2.163548387,170
S19092006.1,S19092006,1,100022247,2006-09-18 23:00,45.432,-57.9295,2006,9,0,0,387,4.198601399,203
S19092006.2,S19092006,2,100022247,2006-09-18 23:00,45.48333,-58.1395,2006,9,0,0,386,2.787603306,77
S19092006.3,S19092006,3,100022247,2006-09-18 23:00,45.5085,-58.182,2006,9,0,0,390,2.714173228,84
S19092006.4,S19092006,4,100022247,2006-09-18 23:00,45.601,-58.04483,2006,9,0,0,391,3.658741259,143
S19092006.6,S19092006,6,100022247,2006-09-18 23:00,45.76333,-58.428,2006,9,0,0,393,3.651315789,152
S19092006.7,S19092006,7,100022247,2006-09-18 23:00,45.73683,-58.565,2006,9,0,0,392,3.226495726,130
S19092006.8,S19092006,8,100022247,2006-09-18 23:00,45.88117,-58.61467,2006,9,0,0,508,4.687323944,238
S19092006.9,S19092006,9,100022247,2006-09-18 23:00,45.88233,-58.5235,2006,9,0,0,371,4.581578947,210
S19092007.1,S19092007,1,100024421,2007-09-18 23:00,46.63717,-60.24067,2007,9,0,0,189,2.784375,115
S19092007.2,S19092007,2,100024421,2007-09-18 23:00,46.67667,-60.1615,2007,9,23.87388169,238.7388169,188,3.313492063,132
S19092007.3,S19092007,3,100024421,2007-09-18 23:00,46.722,-60.259,2007,9,0,0,187,1.981666667,115
